plant,Eggplant
variant_title,6.25x Fusion Mutation Eggplant ALL Damage Numbers
multiplier,6.25

kg,lvl1,lvl2,lvl3,lvl4,lvl5,lvl6,lvl7,lvl8,lvl9,lvl10
1.0,3125,4687.5,6250,7812.5,9375,10937.5,12500,14062.5,15625,17187.5
1.1,3437.5,5156.25,6875,8593.75,10312.5,12031.25,13750,15468.75,17187.5,18906.25
1.2,3750,5625,7500,9375,11250,13125,15000,16875,18750,20625
1.3,4062.5,6093.75,8125,10156.25,12187.5,14218.75,16250,18281.25,20312.5,22343.75
1.4,4375,6562.5,8750,10937.5,13125,15312.5,17500,19687.5,21875,24062.5
1.5,4687.5,7031.25,9375,11718.75,14062.5,16406.25,18750,21093.75,23437.5,25781.25
1.6,5000,7500,10000,12500,15000,17500,20000,22500,25000,27500
1.7,5312.5,7968.75,10625,13281.25,15937.5,18593.75,21250,23906.25,26562.5,29218.75
1.8,5625,8437.5,11250,14062.5,16875,19687.5,22500,25312.5,28125,30937.5
1.9,5937.5,8906.25,11875,14843.75,17812.5,20781.25,23750,26718.75,29687.5,32656.25
2,6250,9375,12500,15625,18750,21875,25000,28125,31250,34375
2.1,6562.5,9843.75,13125,16406.25,19687.5,22968.75,26250,29531.25,32812.5,36093.75
2.2,6875,10312.5,13750,17187.5,20625,24062.5,27500,30937.5,34375,37812.5
2.3,7187.5,10781.25,14375,17968.75,21562.5,25156.25,28750,32343.75,35937.5,39531.25
2.4,7500,11250,15000,18750,22500,26250,30000,33750,37500,41250
2.5,7812.5,11718.75,15625,19531.25,23437.5,27343.75,31250,35156.25,39062.5,42968.75
2.6,8125,12187.5,16250,20312.5,24375,28437.5,32500,36562.5,40625,44687.5
2.7,8437.5,12656.25,16875,21093.75,25312.5,29531.25,33750,37968.75,42187.5,46406.25
2.8,8750,13125,17500,21875,26250,30625,35000,39375,43750,48125
2.9,9062.5,13593.75,18125,22656.25,27187.5,31718.75,36250,40781.25,45312.5,49843.75
3,9375,14062.5,18750,23437.5,28125,32812.5,37500,42187.5,46875,51562.5
3.1,9687.5,14531.25,19375,24218.75,29062.5,33906.25,38750,43593.75,48437.5,53281.25
3.2,10000,15000,20000,25000,30000,35000,40000,45000,50000,55000
3.3,10312.5,15468.75,20625,25781.25,30937.5,36093.75,41250,46406.25,51562.5,56718.75
3.4,10625,15937.5,21250,26562.5,31875,37187.5,42500,47812.5,53125,58437.5
3.5,10937.5,16406.25,21875,27343.75,32812.5,38281.25,43750,49218.75,54687.5,60156.25
3.6,11250,16875,22500,28125,33750,39375,45000,50625,56250,61875
3.7,11562.5,17343.75,23125,28906.25,34687.5,40468.75,46250,52031.25,57812.5,63593.75
3.8,11875,17812.5,23750,29687.5,35625,41562.5,47500,53437.5,59375,65312.5
3.9,12187.5,18281.25,24375,30468.75,36562.5,42656.25,48750,54843.75,60937.5,67031.25
4,12500,18750,25000,31250,37500,43750,50000,56250,62500,68750
4.1,12812.5,19218.75,25625,32031.25,38437.5,44843.75,51250,57656.25,64062.5,70468.75
4.2,13125,19687.5,26250,32812.5,39375,45937.5,52500,59062.5,65625,72187.5
4.3,13437.5,20156.25,26875,33593.75,40312.5,47031.25,53750,60468.75,67187.5,73906.25
4.4,13750,20625,27500,34375,41250,48125,55000,61875,68750,75625
4.5,14062.5,21093.75,28125,35156.25,42187.5,49218.75,56250,63281.25,70312.5,77343.75
4.6,14375,21562.5,28750,35937.5,43125,50312.5,57500,64687.5,71875,79062.5
4.7,14687.5,22031.25,29375,36718.75,44062.5,51406.25,58750,66093.75,73437.5,80781.25
4.8,15000,22500,30000,37500,45000,52500,60000,67500,75000,82500
4.9,15312.5,22968.75,30625,38281.25,45937.5,53593.75,61250,68906.25,76562.5,84218.75
5,15625,23437.5,31250,39062.5,46875,54687.5,62500,70312.5,78125,85937.5
5.1,15937.5,23906.25,31875,39843.75,47812.5,55781.25,63750,71718.75,79687.5,87656.25
5.2,16250,24375,32500,40625,48750,56875,65000,73125,81250,89375
5.3,16562.5,24843.75,33125,41406.25,49687.5,57968.75,66250,74531.25,82812.5,91093.75
5.4,16875,25312.5,33750,42187.5,50625,59062.5,67500,75937.5,84375,92812.5
5.5,17187.5,25781.25,34375,42968.75,51562.5,60156.25,68750,77343.75,85937.5,94531.25
5.6,17500,26250,35000,43750,52500,61250,70000,78750,87500,96250
5.7,17812.5,26718.75,35625,44531.25,53437.5,62343.75,71250,80156.25,89062.5,97968.75
5.8,18125,27187.5,36250,45312.5,54375,63437.5,72500,81562.5,90625,99687.5
5.9,18437.5,27656.25,36875,46093.75,55312.5,64531.25,73750,82968.75,92187.5,101406.25
6,18750,28125,37500,46875,56250,65625,75000,84375,93750,103125
6.1,19062.5,28593.75,38125,47656.25,57187.5,66718.75,76250,85781.25,95312.5,104843.75
6.2,19375,29062.5,38750,48437.5,58125,67812.5,77500,87187.5,96875,106562.5
6.3,19687.5,29531.25,39375,49218.75,59062.5,68906.25,78750,88593.75,98437.5,108281.25
6.4,20000,30000,40000,50000,60000,70000,80000,90000,100000,110000
6.5,20312.5,30468.75,40625,50781.25,60937.5,71093.75,81250,91406.25,101562.5,111718.75
6.6,20625,30937.5,41250,51562.5,61875,72187.5,82500,92812.5,103125,113437.5
6.7,20937.5,31406.25,41875,52343.75,62812.5,73281.25,83750,94218.75,104687.5,115156.25
6.8,21250,31875,42500,53125,63750,74375,85000,95625,106250,116875
6.9,21562.5,32343.75,43125,53906.25,64687.5,75468.75,86250,97031.25,107812.5,118593.75
7,21875,32812.5,43750,54687.5,65625,76562.5,87500,98437.5,109375,120312.5
7.1,22187.5,33281.25,44375,55468.75,66562.5,77656.25,88750,99843.75,110937.5,122031.25
7.2,22500,33750,45000,56250,67500,78750,90000,101250,112500,123750
7.3,22812.5,34218.75,45625,57031.25,68437.5,79843.75,91250,102656.25,114062.5,125468.75
7.4,23125,34687.5,46250,57812.5,69375,80937.5,92500,104062.5,115625,127187.5
7.5,23437.5,35156.25,46875,58593.75,70312.5,82031.25,93750,105468.75,117187.5,128906.25
7.6,23750,35625,47500,59375,71250,83125,95000,106875,118750,130625
7.7,24062.5,36093.75,48125,60156.25,72187.5,84218.75,96250,108281.25,120312.5,132343.75
