plant,Starfruit
variant_title,3.15x Fusion Mutation Starfruit ALL Damage Numbers
multiplier,3.15

kg,lvl1,lvl2,lvl3,lvl4,lvl5,lvl6,lvl7,lvl8,lvl9,lvl10
1.0,29137.5,43706.25,58275,72843.75,87412.5,101981.25,116550,131118.75,145687.5,160256.25
1.1,32051.25,48076.875,64102.5,80128.125,96153.75,112179.375,128205,144230.625,160256.25,176281.875
1.2,34965,52447.5,69930,87412.5,104895,122377.5,139860,157342.5,174825,192307.5
1.3,37878.75,56818.125,75757.5,94696.875,113636.25,132575.625,151515,170454.375,189393.75,208333.125
1.4,40792.5,61188.75,81585,101981.25,122377.5,142773.75,163170,183566.25,203962.5,224358.75
1.5,43706.25,65559.375,87412.5,109265.625,131118.75,152971.875,174825,196678.125,218531.25,240384.375
1.6,46620,69930,93240,116550,139860,163170,186480,209790,233100,256410
1.7,49533.75,74300.625,99067.5,123834.375,148601.25,173368.125,198135,222901.875,247668.75,272435.625
1.8,52447.5,78671.25,104895,131118.75,157342.5,183566.25,209790,236013.75,262237.5,288461.25
1.9,55361.25,83041.875,110722.5,138403.125,166083.75,193764.375,221445,249125.625,276806.25,304486.875
2,58275,87412.5,116550,145687.5,174825,203962.5,233100,262237.5,291375,320512.5
2.1,61188.75,91783.125,122377.5,152971.875,183566.25,214160.625,244755,275349.375,305943.75,336538.125
2.2,64102.5,96153.75,128205,160256.25,192307.5,224358.75,256410,288461.25,320512.5,352563.75
2.3,67016.25,100524.375,134032.5,167540.625,201048.75,234556.875,268065,301573.125,335081.25,368589.375
2.4,69930,104895,139860,174825,209790,244755,279720,314685,349650,384615
2.5,72843.75,109265.625,145687.5,182109.375,218531.25,254953.125,291375,327796.875,364218.75,400640.625
2.6,75757.5,113636.25,151515,189393.75,227272.5,265151.25,303030,340908.75,378787.5,416666.25
2.7,78671.25,118006.875,157342.5,196678.125,236013.75,275349.375,314685,354020.625,393356.25,432691.875
2.8,81585,122377.5,163170,203962.5,244755,285547.5,326340,367132.5,407925,448717.5
2.9,84498.75,126748.125,168997.5,211246.875,253496.25,295745.625,337995,380244.375,422493.75,464743.125
3,87412.5,131118.75,174825,218531.25,262237.5,305943.75,349650,393356.25,437062.5,480768.75
3.1,90326.25,135489.375,180652.5,225815.625,270978.75,316141.875,361305,406468.125,451631.25,496794.375
3.2,93240,139860,186480,233100,279720,326340,372960,419580,466200,512820
3.3,96153.75,144230.625,192307.5,240384.375,288461.25,336538.125,384615,432691.875,480768.75,528845.625
3.4,99067.5,148601.25,198135,247668.75,297202.5,346736.25,396270,445803.75,495337.5,544871.25
3.5,101981.25,152971.875,203962.5,254953.125,305943.75,356934.375,407925,458915.625,509906.25,560896.875
3.6,104895,157342.5,209790,262237.5,314685,367132.5,419580,472027.5,524475,576922.5
3.7,107808.75,161713.125,215617.5,269521.875,323426.25,377330.625,431235,485139.375,539043.75,592948.125
3.8,110722.5,166083.75,221445,276806.25,332167.5,387528.75,442890,498251.25,553612.5,608973.75
3.9,113636.25,170454.375,227272.5,284090.625,340908.75,397726.875,454545,511363.125,568181.25,624999.375
4,116550,174825,233100,291375,349650,407925,466200,524475,582750,641025
4.1,119463.75,179195.625,238927.5,298659.375,358391.25,418123.125,477855,537586.875,597318.75,657050.625
4.2,122377.5,183566.25,244755,305943.75,367132.5,428321.25,489510,550698.75,611887.5,673076.25
4.3,125291.25,187936.875,250582.5,313228.125,375873.75,438519.375,501165,563810.625,626456.25,689101.875
4.4,128205,192307.5,256410,320512.5,384615,448717.5,512820,576922.5,641025,705127.5
4.5,131118.75,196678.125,262237.5,327796.875,393356.25,458915.625,524475,590034.375,655593.75,721153.125
4.6,134032.5,201048.75,268065,335081.25,402097.5,469113.75,536130,603146.25,670162.5,737178.75
4.7,136946.25,205419.375,273892.5,342365.625,410838.75,479311.875,547785,616258.125,684731.25,753204.375
4.8,139860,209790,279720,349650,419580,489510,559440,629370,699300,769230
4.9,142773.75,214160.625,285547.5,356934.375,428321.25,499708.125,571095,642481.875,713868.75,785255.625
5,145687.5,218531.25,291375,364218.75,437062.5,509906.25,582750,655593.75,728437.5,801281.25
5.1,148601.25,222901.875,297202.5,371503.125,445803.75,520104.375,594405,668705.625,743006.25,817306.875
5.2,151515,227272.5,303030,378787.5,454545,530302.5,606060,681817.5,757575,833332.5
5.3,154428.75,231643.125,308857.5,386071.875,463286.25,540500.625,617715,694929.375,772143.75,849358.125
